milservice,msndate,valid_aircraft_root,missionid,tgttype,resultsbda,VALIDATED_ROOT,AIRCRAFT_APPLICATION
USN,1972-06-20,A-7,1374,BRIDGE\ANY,DESTROYED,A-7,ATTACK
USAF,1971-01-18,F-4,0650,AMMO STORAGE\DUMP,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-06-17,F-4,4319,SAMPANS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1970-02-24,A-37,7031,CAVES,DESTROYED,A-37,ATTACK
USMC,1970-03-04,A-6,0965,TRUCKS,DAMAGED,A-6,ATTACK
VNAF,1972-09-13,A-37,E435,TUNNELS,DESTROYED,A-37,ATTACK
RLAF,1972-01-02,T-28,1390,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
VNAF,1972-11-14,A-37,C213,CAVES,DESTROYED,A-37,ATTACK
USAF,1970-06-17,A-37,5214,CAVES,DAMAGED,A-37,ATTACK
VNAF,1971-11-10,A-37,E414,TRENCH,DAMAGED,A-37,ATTACK
VNAF,1972-10-08,A-37,E416,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1970-12-30,A-1,D509,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-11-07,F-5,D372,FOX HOLES,DESTROYED,F-5,FIGHTER
USAF,1972-07-25,F-4,6709,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-07-22,F-4,5734,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-10-20,A-37,E416,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-03-13,F-4,8629,23MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-08-27,A-37,E428,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-04-20,AC-130,5712,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1971-10-20,A-1,D337,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-01-24,A-1,D057,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1972-08-15,A-37,E418,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1972-05-16,F-4,7281,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-02-02,F-100,6043,LANDING ZONE CONST,OBSERVED,F-100,"FIGHTER, BOMBER"
USAF,1972-01-28,F-4,5418,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-25,F-5,D352,TRAILS,DESTROYED,F-5,FIGHTER
USAF,1973-05-29,AC-130,6517,BOATS\BARGES,DESTROYED,AC-130,ATTACK
USAF,1970-04-24,AC-130,1104,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1971-09-17,F-5,D354,FOX HOLES,DESTROYED,F-5,FIGHTER
USN,1972-11-15,A-7,9332,TRUCKS,DAMAGED,A-7,ATTACK
USAF,1971-01-25,F-4,0997,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1970-03-08,F-100,5505,WATERCRAFT,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1970-02-13,F-4,1302,ARTILLERY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-02-26,A-1,D321,TUNNELS,DESTROYED,A-1,FIGHTER
VNAF,1971-04-04,A-1,D122,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-12-13,A-37,E433,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-04-13,A-37,B126,MORTAR SITE,DESTROYED,A-37,ATTACK
VNAF,1971-09-27,A-37,E430,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-11-01,A-37,B118,MORTAR SITE,DESTROYED,A-37,ATTACK
USN,1972-05-16,A-7,3223,RAILROAD BRIDGE,DAMAGED,A-7,ATTACK
USAF,1970-06-10,F-4,0433,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-07-27,A-37,5512,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1972-01-10,A-37,6240,FOX HOLES,DAMAGED,A-37,ATTACK
VNAF,1971-07-23,A-1,D322,TRAILS,DESTROYED,A-1,FIGHTER
USAF,1971-10-03,F-4,8154,SUPPLIES\RICE\WEAPONS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-02-04,A-7,6021,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1970-07-03,A-37,B525,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-06-12,A-1,D315,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1971-07-22,F-4,5829,LANDING ZONE CONST,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-25,A-37,C207,AAA\37MM  CR MORE,DESTROYED,A-37,ATTACK
USN,1972-04-30,A-7,1385,TRUCKS,DESTROYED,A-7,ATTACK
VNAF,1971-04-23,A-37,B495,SAMPANS,DAMAGED,A-37,ATTACK
USAF,1970-06-25,F-100,5048,TRENCH,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1973-05-22,F-4,6928,"RCKT LNCHR (B40, ETC)",DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-20,A-37,B106,CAVES,DESTROYED,A-37,ATTACK
VNAF,1972-08-30,A-1,D315,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-07-06,A-37,E425,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-04-23,F-4,5815,FOX HOLES,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-08,A-1,D309,TUNNELS,DESTROYED,A-1,FIGHTER
USN,1972-05-13,A-6,1361,SAM SITE,DESTROYED,A-6,ATTACK
VNAF,1970-10-15,F-5,D623,ARTILLERY,DESTROYED,F-5,FIGHTER
USAF,1970-08-31,F-100,5803,MIL BRKS\ADMIN SPT,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1972-06-13,F-4,7053,CONSTRUCTION VEHICLES,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-24,A-1,D360,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1972-04-30,A-37,6203,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-07-23,A-7,6666,WATERCRAFT,DESTROYED,A-7,ATTACK
VNAF,1971-12-30,A-37,E402,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-07-02,A-37,E406,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1970-06-26,A-1,D825,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1971-11-14,F-4,8612,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-06-14,A-37,B114,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-05-14,AC-130,7924,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1970-03-10,A-37,D199,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-03-18,F-4,1403,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-05-19,F-105,1445,TRUCKS,DAMAGED,F-105,"FIGHTER, BOMBER"
VNAF,1971-08-15,A-37,E405,TRENCH,DAMAGED,A-37,ATTACK
VNAF,1972-02-09,A-37,E418,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1972-01-28,F-4,8702,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1972-06-23,F-4,6474,RAILROAD BRIDGE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-04-17,F-4,9234,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1970-06-04,A-1,D227,ARTILLERY,DESTROYED,A-1,FIGHTER
VNAF,1972-07-04,A-1,D318,TUNNELS,DESTROYED,A-1,FIGHTER
VNAF,1971-05-22,A-1,D320,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1971-11-18,A-1,D320,TRAILS,DAMAGED,A-1,FIGHTER
USN,1971-05-09,A-7,8713,TRUCKS,DESTROYED,A-7,ATTACK
USAF,1970-07-16,F-100,4671,AA SITE,DESTROYED,F-100,"FIGHTER, BOMBER"
USN,1972-08-01,A-7,3247,WATERCRAFT,DESTROYED,A-7,ATTACK
VNAF,1972-09-11,A-37,E425,FOX HOLES,DESTROYED,A-37,ATTACK
RLAF,1972-06-17,T-28,3292,SUPPLIES\RICE\WEAPONS,DESTROYED,T-28,TRAIN
VNAF,1970-10-14,F-5,D596,TRENCH,DESTROYED,F-5,FIGHTER
VNAF,1972-09-12,A-1,D344,TRAILS,DESTROYED,A-1,FIGHTER
VNAF,1972-09-13,A-1,D337,AAA SITE UNK CAL,DESTROYED,A-1,FIGHTER
USN,1972-04-22,A-4,9051,ARTILLERY,DESTROYED,A-4,FIGHTER
USMC,1970-01-03,F-4,0505,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1973-01-02,F-8,9212,BRIDGE\ANY,DAMAGED,F-8,"CARRIER, FIGHTER"
USN,1973-01-02,F-8,9212,BRIDGE\ANY,DAMAGED,F-8,FIGHTER
USAF,1970-01-06,A-37,4618,TRENCH,DESTROYED,A-37,ATTACK
USAF,1972-06-16,AC-130,5118,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-10-22,A-37,E468,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-06-10,A-1,D326,AAA SITE UNK CAL,DAMAGED,A-1,FIGHTER
VNAF,1972-05-01,A-1,C252,TANK,DESTROYED,A-1,FIGHTER
VNAF,1971-04-28,A-1,D868,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1971-07-04,AC-130,7431,BOATS\BARGES,DAMAGED,AC-130,ATTACK
USAF,1973-05-22,A-7,6700,MORTAR SITE,DESTROYED,A-7,ATTACK
VNAF,1972-05-15,A-1,D352,AAA SITE UNK CAL,DESTROYED,A-1,FIGHTER
RLAF,1972-05-08,T-28,3262,TUNNELS,DAMAGED,T-28,TRAIN
USAF,1972-04-18,F-4,6802,BRIDGE\ANY,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-05-18,A-1,D345,FOX HOLES,DESTROYED,A-1,FIGHTER
USMC,1970-04-20,A-6,0954,TRUCKS,DAMAGED,A-6,ATTACK
USAF,1973-03-16,F-4,1509,BRIDGE\ANY,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-07,F-5,D357,AAA SITE UNK CAL,DESTROYED,F-5,FIGHTER
USAF,1971-04-20,F-4,7316,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-01-21,A-7,6043,FOX HOLES,DESTROYED,A-7,ATTACK
USAF,1970-08-07,F-105,0433,POL BARRELS,DAMAGED,F-105,"FIGHTER, BOMBER"
VNAF,1972-06-10,A-37,E402,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-07-29,F-4,7382,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-09-02,F-4,8155,TRENCH,DAMAGED,F-4,"FIGHTER, BOMBER"
USN,1972-08-18,A-6,9823,TRUCKS,DAMAGED,A-6,ATTACK
USN,1972-02-15,A-7,9006,BULLDOZER,DESTROYED,A-7,ATTACK
USN,1970-04-08,A-7,1708,TRUCKS,DESTROYED,A-7,ATTACK
RLAF,1973-02-01,T-28,1400,12.7 GUN SITE,DESTROYED,T-28,TRAIN
USAF,1972-09-30,F-4,7014,130MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
RLAF,1972-01-31,T-28,1390,AMMO STORAGE\DUMP,DESTROYED,T-28,TRAIN
VNAF,1972-06-11,A-1,D305,ARTILLERY,DESTROYED,A-1,FIGHTER
VNAF,1972-08-15,A-1,D308,TUNNELS,DESTROYED,A-1,FIGHTER
USN,1970-03-09,A-7,1826,POL STORAGE,DESTROYED,A-7,ATTACK
USAF,1972-01-06,A-37,6220,TRUCKS,DAMAGED,A-37,ATTACK
USAF,1971-04-26,AC-130,7922,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1970-09-24,F-5,D128,STORAGE AREA,DESTROYED,F-5,FIGHTER
VNAF,1970-12-09,A-1,D929,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1971-08-22,A-37,E416,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-10-19,A-37,B165,MORTAR SITE,DESTROYED,A-37,ATTACK
USN,1971-04-07,A-4,1735,TRUCKS,DAMAGED,A-4,FIGHTER
VNAF,1972-02-25,A-37,E402,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1972-07-08,A-37,E418,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1970-04-25,F-5,E646,TRENCH,DESTROYED,F-5,FIGHTER
VNAF,1971-12-02,A-37,E410,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1973-05-21,F-4,6953,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1970-06-17,F-4,1436,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-14,A-1,D314,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1970-02-28,F-100,5245,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-10-15,A-1,D323,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-09-29,A-37,E429,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-07-19,AC-130,7964,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1970-11-15,A-37,E391,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-11-14,A-37,E413,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-04-10,AC-130,1134,TRUCKS,DAMAGED,AC-130,ATTACK
USMC,1972-11-13,A-4,8986,FERRY,DESTROYED,A-4,FIGHTER
VNAF,1972-05-05,A-37,E412,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-11-14,AC-130,5351,TRUCKS,DESTROYED,AC-130,ATTACK
VNAF,1972-08-22,A-37,E419,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-07-18,A-37,6210,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-11-10,A-7,6053,AMMO STORAGE\DUMP,DESTROYED,A-7,ATTACK
VNAF,1972-04-18,A-37,E405,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1972-01-25,F-4,8621,57MM GUN SITE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1972-06-28,A-7,9509,LANDING ZONE PREP,OBSERVED,A-7,ATTACK
USAF,1972-09-20,F-4,7148,WAREHOUSE,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1970-02-04,A-7,1809,TRENCH,DESTROYED,A-7,ATTACK
VNAF,1972-06-07,A-37,B109,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-08-10,A-37,B157,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1971-07-26,A-37,5515,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-03-23,F-4,6970,AAA\37MM  CR MORE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1973-03-19,F-4,6964,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-11-26,A-37,6220,CONFIRM ENEMY LOC,DESTROYED,A-37,ATTACK
USAF,1971-08-03,F-4,8159,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-11-27,F-5,D374,FOX HOLES,DESTROYED,F-5,FIGHTER
VNAF,1972-02-27,A-37,E428,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1970-05-15,F-100,5901,CAVES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-12-01,A-37,E414,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1970-11-07,A-37,E243,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-12-01,A-37,E412,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-05-17,A-37,5061,FOX HOLES,DESTROYED,A-37,ATTACK
USN,1973-01-18,A-7,9886,BRIDGE\ANY,DAMAGED,A-7,ATTACK
USAF,1973-01-08,A-7,6004,CRATE\STORAGE CONT,DESTROYED,A-7,ATTACK
VNAF,1971-12-09,A-37,E403,TUNNELS,DESTROYED,A-37,ATTACK
USN,1972-09-29,F-4,9317,SUPPLIES\RICE\WEAPONS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1973-01-04,F-4,7008,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-24,A-37,E424,FOX HOLES,DESTROYED,A-37,ATTACK
RAAF,1971-02-21,B-57,6108,TUNNELS,DESTROYED,B-57,"TACTICAL, BOMBER"
VNAF,1972-11-09,A-37,C660,CAVES,DESTROYED,A-37,ATTACK
VNAF,1971-12-29,A-1,D313,TRAILS,DESTROYED,A-1,FIGHTER
VNAF,1970-04-09,A-1,E383,TRENCH,DESTROYED,A-1,FIGHTER
VNAF,1970-06-20,A-37,E335,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-01-12,F-4,0972,TRUCKS,OBSERVED,F-4,"FIGHTER, BOMBER"
USN,1972-12-12,A-7,9501,CRATE\STORAGE CONT,DESTROYED,A-7,ATTACK
USAF,1972-08-20,F-4,6801,FOX HOLES,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-09-27,A-37,E416,FOX HOLES,DESTROYED,A-37,ATTACK
USMC,1972-06-20,A-4,8986,FOX HOLES,DESTROYED,A-4,FIGHTER
USAF,1971-07-11,F-4,7380,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1970-01-11,A-7,1825,TRUCKS,DAMAGED,A-7,ATTACK
USN,1970-04-09,A-7,1731,TRUCKS,DESTROYED,A-7,ATTACK
USN,1970-04-27,A-7,1803,TRUCKS,DAMAGED,A-7,ATTACK
VNAF,1970-06-12,A-37,B289,TRENCH,DESTROYED,A-37,ATTACK
USAF,1970-08-09,A-37,4829,CAVES,DAMAGED,A-37,ATTACK
VNAF,1970-02-24,A-1,7051,TRENCH,DAMAGED,A-1,FIGHTER
VNAF,1973-01-21,A-37,E405,CAVES,DESTROYED,A-37,ATTACK
USAF,1972-01-13,A-37,6221,BRIDGE\ANY,DAMAGED,A-37,ATTACK
USN,1970-08-08,A-4,1832,TRUCKS,DESTROYED,A-4,FIGHTER
VNAF,1972-05-13,A-1,D342,ARTILLERY,DESTROYED,A-1,FIGHTER
VNAF,1971-03-05,A-37,E492,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1971-12-01,A-37,E419,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1972-04-17,F-4,7048,TANK,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-06-12,A-37,E411,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-08-19,A-1,D330,AAA SITE UNK CAL,DESTROYED,A-1,FIGHTER
VNAF,1972-10-03,A-1,D337,SAMPANS,DESTROYED,A-1,FIGHTER
VNAF,1972-07-12,A-37,E434,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1973-05-09,A-7,6667,MACHINE GUN (ANY),DESTROYED,A-7,ATTACK
VNAF,1971-11-26,A-1,C258,TRAILS,DAMAGED,A-1,FIGHTER
USAF,1970-05-06,F-100,5316,BRIDGE\ANY,DAMAGED,F-100,"FIGHTER, BOMBER"
VNAF,1972-10-20,A-37,B152,TRUCKS,DESTROYED,A-37,ATTACK
USAF,1972-05-23,F-4,7224,MISSILE,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-10-17,F-4,7382,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
USN,1971-08-21,A-7,8711,TRUCKS,DAMAGED,A-7,ATTACK
USAF,1970-01-22,F-100,5520,TUNNELS,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1972-07-31,A-1,7865,MORTAR SITE,DESTROYED,A-1,FIGHTER
VNAF,1972-01-16,A-37,E412,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-09-08,A-37,B154,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1971-07-02,A-37,B123,TRENCH,DESTROYED,A-37,ATTACK
USAF,1971-07-26,A-37,5505,BRIDGES,DESTROYED,A-37,ATTACK
USAF,1972-03-21,AC-119,5231,TRUCKS,DAMAGED,AC-119,TRANSPORT
USN,1971-08-28,A-7,8702,TRUCKS,DAMAGED,A-7,ATTACK
VNAF,1972-12-09,A-37,E458,CAVES,DESTROYED,A-37,ATTACK
USN,1972-06-06,F-4,3206,BOATS\BARGES,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1971-07-27,A-1,D304,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1970-09-10,F-100,5923,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1970-12-19,A-1,1923,TRUCKS,DAMAGED,A-1,FIGHTER
USAF,1971-01-28,AC-130,1122,TRUCKS,DAMAGED,AC-130,ATTACK
USN,1971-08-28,A-7,8702,POL BARRELS,DESTROYED,A-7,ATTACK
VNAF,1972-10-31,A-37,E407,CAVES,DESTROYED,A-37,ATTACK
USAF,1970-12-18,F-4,0690,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-18,F-5,D392,CAVES,DESTROYED,F-5,FIGHTER
VNAF,1970-05-24,A-1,D933,AA SITE,DESTROYED,A-1,FIGHTER
USN,1971-06-19,F-4,8770,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1972-08-19,A-37,E436,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1972-03-07,A-37,6543,STORAGE AREA,DESTROYED,A-37,ATTACK
VNAF,1972-12-28,A-1,D315,CAVES,DESTROYED,A-1,FIGHTER
USN,1972-07-18,F-4,9528,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-01-04,F-100,5704,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1971-12-23,A-37,6221,TRUCKS,DAMAGED,A-37,ATTACK
VNAF,1972-01-07,A-1,D337,FOX HOLES,DESTROYED,A-1,FIGHTER
USAF,1972-02-29,A-37,6512,FOX HOLES,DAMAGED,A-37,ATTACK
USAF,1973-01-05,A-7,6029,TRUCKS,DAMAGED,A-7,ATTACK
VNAF,1971-01-25,A-1,D083,CAVES,DESTROYED,A-1,FIGHTER
VNAF,1973-01-02,A-1,D346,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1970-09-27,F-100,5264,FOX HOLES,DESTROYED,F-100,"FIGHTER, BOMBER"
VNAF,1972-07-05,A-37,E435,TUNNELS,DESTROYED,A-37,ATTACK
VNAF,1972-04-11,F-5,D378,TRENCH,DESTROYED,F-5,FIGHTER
VNAF,1972-03-03,A-37,E425,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1971-11-25,A-1,D317,TRAILS,DAMAGED,A-1,FIGHTER
USMC,1973-01-11,AH-1,1779,FLOATING BAGS\BOXES,DESTROYED,AH-1,HELICOPTER
USAF,1972-06-05,A-37,6225,SAMPANS,DESTROYED,A-37,ATTACK
VNAF,1970-02-13,F-5,7055,FOX HOLES,DESTROYED,F-5,FIGHTER
VNAF,1972-02-04,A-37,E433,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-11-23,A-1,D312,CAVES,DESTROYED,A-1,FIGHTER
USAF,1970-12-13,F-4,4118,ARTILLERY,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1971-05-25,A-1,D321,TRENCH,DESTROYED,A-1,FIGHTER
USAF,1972-06-25,F-4,6119,TRUCKS,DAMAGED,F-4,"FIGHTER, BOMBER"
USAF,1971-04-27,F-4,5713,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-05-27,AC-130,7937,TRUCKS,DAMAGED,AC-130,ATTACK
VNAF,1972-03-25,A-37,E403,TUNNELS,DAMAGED,A-37,ATTACK
USN,1972-05-28,A-7,1356,WATERCRAFT,DAMAGED,A-7,ATTACK
USAF,1971-04-24,A-37,5370,TRUCKS,DAMAGED,A-37,ATTACK
VNAF,1972-09-02,A-37,E436,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-11-10,F-4,1545,TRUCKS,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-02-07,F-4,1960,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1971-11-09,A-37,C203,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1972-12-27,F-4,7056,SUPPLIES\RICE\WEAPONS,DESTROYED,F-4,"FIGHTER, BOMBER"
VNAF,1973-01-11,A-1,D315,TRAILS,DESTROYED,A-1,FIGHTER
VNAF,1971-12-01,A-1,D305,TUNNELS,DAMAGED,A-1,FIGHTER
VNAF,1972-05-28,A-37,B103,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-03-02,A-37,E410,TRENCH,DESTROYED,A-37,ATTACK
VNAF,1972-05-15,A-1,D336,AMMO STORAGE\DUMP,DESTROYED,A-1,FIGHTER
USMC,1972-08-02,A-4,8887,SUPPLIES\RICE\WEAPONS,DESTROYED,A-4,FIGHTER
VNAF,1972-05-13,A-1,D304,TUNNELS,DESTROYED,A-1,FIGHTER
USN,1972-09-20,A-7,9744,CRATE\STORAGE CONT,DESTROYED,A-7,ATTACK
VNAF,1972-01-30,A-1,D328,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-03-15,A-1,D307,FOX HOLES,DESTROYED,A-1,FIGHTER
VNAF,1972-01-04,A-37,E414,TUNNELS,DAMAGED,A-37,ATTACK
USN,1971-02-24,A-7,1833,MOVERS\ANY,DESTROYED,A-7,ATTACK
USAF,1970-04-27,A-1,1065,TRUCKS,DESTROYED,A-1,FIGHTER
VNAF,1970-09-08,F-5,D752,TRENCH,DESTROYED,F-5,FIGHTER
USAF,1970-10-24,AC-119,1507,TRUCKS,DAMAGED,AC-119,TRANSPORT
VNAF,1972-07-17,A-1,D343,FOX HOLES,DESTROYED,A-1,FIGHTER
USN,1972-05-29,A-4,3214,BOATS\BARGES,DESTROYED,A-4,FIGHTER
USAF,1970-05-01,A-37,5041,FOX HOLES,DESTROYED,A-37,ATTACK
USAF,1973-02-19,A-7,6046,CAVE STORAGE,DESTROYED,A-7,ATTACK
VNAF,1972-11-29,A-37,E456,CAVES,DESTROYED,A-37,ATTACK
USAF,1971-01-01,F-100,0471,SUPPLIES\RICE\WEAPONS,DESTROYED,F-100,"FIGHTER, BOMBER"
USAF,1970-06-19,F-4,0412,BRIDGE\ANY,DESTROYED,F-4,"FIGHTER, BOMBER"
USAF,1971-09-16,F-4,5702,LANDING ZONE PREP,OBSERVED,F-4,"FIGHTER, BOMBER"
VNAF,1972-09-16,A-37,E406,TUNNELS,DESTROYED,A-37,ATTACK
USAF,1971-04-11,AC-119,4239,BOATS\BARGES,DAMAGED,AC-119,TRANSPORT
USN,1971-05-03,A-4,8509,TRUCKS,DESTROYED,A-4,FIGHTER
VNAF,1972-04-19,A-37,C226,ARTILLERY,DESTROYED,A-37,ATTACK
VNAF,1972-04-05,A-37,E436,TUNNELS,DAMAGED,A-37,ATTACK
VNAF,1972-01-06,A-37,E412,TUNNELS,DAMAGED,A-37,ATTACK
USAF,1972-04-14,A-37,6507,FOX HOLES,DESTROYED,A-37,ATTACK
VNAF,1972-06-14,A-1,D306,TRENCH,DESTROYED,A-1,FIGHTER
USMC,1971-03-28,A-4,6223,TRUCKS,DESTROYED,A-4,FIGHTER
USAF,1970-01-06,AC-119,1142,TRUCKS,OBSERVED,AC-119,TRANSPORT
VNAF,1972-08-20,A-37,E443,CAVES,DESTROYED,A-37,ATTACK
